Label,File,Jf,Ja,Bandwidth,Power_dB
Croatia: Diver & DPV,RBW6737_20250725_082300.wav,0.9323156596557868,0.9547627059641121,5.0,-56.702656
Croatia: Diver & DPV,RBW6737_20250725_082400.wav,0.8444926579056213,0.9394150666426144,3.0,-56.14401
Croatia: Diver & DPV,RBW6737_20250725_082500.wav,0.8585041205174134,0.9370913763676924,3.0,-56.232857
Croatia: Diver & DPV,RBW6737_20250725_082600.wav,0.8084158483099588,0.9221840131147522,3.0,-56.421432
Croatia: Diver & DPV,RBW6737_20250725_082700.wav,0.8957492678542996,0.9146339305106824,3.0,-56.766262
Croatia: Diver & DPV,RBW6737_20250725_082800.wav,0.9441840428693516,0.9868778363915472,73.0,-55.559162
Croatia: Diver & DPV,RBW6737_20250725_082900.wav,0.8969898969135827,0.9379473363531212,3.0,-56.54264
Croatia: Diver & DPV,RBW6737_20250725_083000.wav,0.9813971996912136,0.9743226657596168,6.0,-56.667534
Croatia: Diver & DPV,RBW6737_20250725_083100.wav,0.9509169362563473,0.9589777645376962,4.0,-57.259377
Croatia: Diver & DPV,RBW6737_20250725_083200.wav,0.991003183848294,0.9260706356344014,4.0,-57.283546
Croatia: Diver & DPV,RBW6737_20250725_083300.wav,0.9972744350923134,0.9044307846919327,4.0,-56.954037
Croatia: Diver & DPV,RBW6737_20250725_083400.wav,0.9862284442996295,0.9524568176949408,6.0,-56.714474
Croatia: Diver & DPV,RBW6737_20250725_083500.wav,0.9919929105224101,0.8276763460142403,3.0,-57.195034
Croatia: Diver & DPV,RBW6737_20250725_083600.wav,0.9905759957491118,0.9190423554331484,4.0,-57.344913
Croatia: Diver & DPV,RBW6737_20250725_083700.wav,0.9902274574512054,0.9497773207428565,4.0,-57.497005
Croatia: Diver & DPV,RBW6737_20250725_083800.wav,0.9790274882038679,0.9536373598992242,5.0,-57.87241
Croatia: Diver & DPV,RBW6737_20250725_083900.wav,0.9379832790991113,0.9459993102770942,5.0,-57.427273
Croatia: Diver & DPV,RBW6737_20250725_084000.wav,0.9271352730069679,0.942718652977037,5.0,-57.618828
Croatia: Diver & DPV,RBW6737_20250725_084100.wav,0.9894706069741379,0.959329401552452,6.0,-57.78788
Croatia: Diver & DPV,RBW6737_20250725_084200.wav,0.9516770301836948,0.9457134845184051,4.0,-57.77643
Croatia: Diver & DPV,RBW6737_20250725_084300.wav,0.9206225298040799,0.9603864115707754,4.0,-57.8357
Croatia: Diver & DPV,RBW6737_20250725_084400.wav,0.9998991650729218,0.9645446053065173,5.0,-58.095703
Croatia: Diver & DPV,RBW6737_20250725_084500.wav,0.9886225352089647,0.9614326362753088,3.0,-58.015533
Croatia: Diver & DPV,RBW6737_20250725_084600.wav,0.999359005874313,0.9284943164550338,4.0,-58.03184
Croatia: Diver & DPV,RBW6737_20250725_084700.wav,0.9993714722831427,0.8843115845925217,3.0,-57.813587
Croatia: Diver & DPV,RBW6737_20250725_084800.wav,0.971095176909492,0.8343270457077279,4.0,-57.45644
Croatia: Diver & DPV,RBW6737_20250725_084900.wav,0.9275342773491583,0.5976910117865127,54.0,-20.937965
Croatia: Diver & DPV,RBW6737_20250725_085000.wav,0.9841243510173321,0.8234309141459057,4.0,-57.706585
Croatia: Diver & DPV,RBW6737_20250725_085100.wav,0.9955714476289916,0.9090836766213811,7.0,-57.86224
Croatia: Diver & DPV,RBW6737_20250725_085200.wav,0.9616130219598517,0.928856692764907,4.0,-58.116127
Croatia: Diver & DPV,RBW6737_20250725_085300.wav,0.9201923049630159,0.8469918333091147,4.0,-57.6852
Croatia: Diver & DPV,RBW6737_20250725_085400.wav,0.9318027717591094,0.9537509367927548,4.0,-57.465904
Croatia: Diver & DPV,RBW6737_20250725_085500.wav,0.9723481555709995,0.9174960656699395,49.0,-56.845734
Croatia: Diver & DPV,RBW6737_20250725_085600.wav,0.9079795584612705,0.8777747196160949,3.0,-57.52494
Croatia: Diver & DPV,RBW6737_20250725_085700.wav,0.935423542589309,0.9057955191246484,3.0,-57.054478
Croatia: Diver & DPV,RBW6737_20250725_085800.wav,0.968598059370247,0.9862397397319765,131.0,-57.080288
Croatia: Diver & DPV,RBW6737_20250725_085900.wav,0.9651223288530265,0.9656945034290101,173.0,-57.28651
Croatia: Diver & DPV,RBW6737_20250725_090000.wav,0.9832155439755312,0.9704250572670651,121.0,-56.96037
Croatia: Diver & DPV,RBW6737_20250725_090100.wav,0.9892487582746802,0.9735876784541077,172.0,-56.86229
Croatia: Diver & DPV,RBW6737_20250725_090200.wav,0.9970443062138448,0.9745035352837839,149.0,-57.906727
Croatia: Diver & DPV,RBW6737_20250725_090300.wav,0.9915641200341266,0.9844872163111583,115.0,-57.0883
Croatia: Diver & DPV,RBW6737_20250725_090400.wav,0.9522093199007009,0.9612326021946885,4.0,-58.007126
Croatia: Diver & DPV,RBW6737_20250725_090500.wav,0.9906905513566587,0.904255047292753,3.0,-58.02141
Croatia: Diver & DPV,RBW6737_20250725_090600.wav,0.9166010769746089,0.9711273951737803,6.0,-57.86184
Croatia: Diver & DPV,RBW6737_20250725_090700.wav,0.9437184220182401,0.9645747569600639,4.0,-57.979324
Croatia: Diver & DPV,RBW6737_20250725_090800.wav,0.9682012865706978,0.9682379883826376,4.0,-58.019783
Croatia: Diver & DPV,RBW6737_20250725_090900.wav,0.9439308676091462,0.95726518156375,3.0,-58.216446
Croatia: Diver & DPV,RBW6737_20250725_091000.wav,0.9267838430622385,0.9435145571841703,3.0,-58.23774
Croatia: Diver & DPV,RBW6737_20250725_091100.wav,0.9418782806932139,0.9401562479533219,3.0,-58.199127
Croatia: Diver & DPV,RBW6737_20250725_091200.wav,0.9386947824051995,0.8842947638335167,5.0,-57.80259
Croatia: Diver & DPV,RBW6737_20250725_091300.wav,0.8604448593278179,0.715081577101393,4.0,-57.27031
Croatia: Diver & DPV,RBW6737_20250725_091400.wav,0.8672156170591024,0.7164369722955432,5.0,-55.78669
Croatia: Diver & DPV,RBW6737_20250725_091500.wav,0.9580889293216223,0.980534936815241,155.0,-54.19642
Croatia: Diver & DPV,RBW6737_20250725_091600.wav,0.9738424101747851,0.9752110184382022,151.0,-57.16866
Croatia: Diver & DPV,RBW6737_20250725_091700.wav,0.9844787621066106,0.9641799801169592,9.0,-57.025383
Croatia: Diver & DPV,RBW6737_20250725_091800.wav,0.9791185966312251,0.9449385261377291,10.0,-58.371464
Croatia: Diver & DPV,RBW6737_20250725_091900.wav,0.9646765795881743,0.941776664805562,35.0,-58.10162
Croatia: Diver & DPV,RBW6737_20250725_092000.wav,0.9281039671085095,0.9416958381754231,4.0,-58.197563
Croatia: Diver & DPV,RBW6737_20250725_092100.wav,0.9578256423181267,0.9792307280385036,5.0,-58.314304
Croatia: Diver & DPV,RBW6737_20250725_092200.wav,0.9732515413983794,0.9838977840037472,7.0,-57.8789
