Label,File,Jf,Ja,Bandwidth,Power_dB,SubDataset,P2Median
Hear My Ship: Tour Boats,Tourboat_1_04.09.23_110902_20secCPA.wav,0.9307692307692308,0.9128191489135352,2.0,-45.712082,,34.94040667094453
Hear My Ship: Tour Boats,Tourboat_1_04.09.23_130712_20secCPA.wav,0.8909090909090909,0.9599079599110566,2.0,-47.17897,,15.037510887621222
Hear My Ship: Tour Boats,Tourboat_1_04.09.23_153804_20secCPA.wav,0.9307692307692308,0.960443336356398,2.0,-45.097103,,28.01199071610713
Hear My Ship: Tour Boats,Tourboat_1_04.09.23_183606_20secCPA.wav,0.9439153082442108,0.9217237139731594,2.0,-46.690002,,11.943687726230545
Hear My Ship: Tour Boats,Tourboat_1_05.09.23_130728_20secCPA.wav,0.7581711845007119,0.9711330545445954,3.0,-44.446484,,11.598922797565946
Hear My Ship: Tour Boats,Tourboat_1_05.09.23_183306_20secCPA.wav,0.9291809470518292,0.9506929590059516,3.0,-45.467102,,25.40256206532481
Hear My Ship: Tour Boats,Tourboat_1_08.08.23_144035_20secCPA.wav,0.999951521443192,0.9492532062932376,3.0,-51.052887,,13.273092283777292
Hear My Ship: Tour Boats,Tourboat_1_08.08.23_154258_20secCPA.wav,1.0,0.9723780195458668,3.0,-52.669395,,8.755644705060305
Hear My Ship: Tour Boats,Tourboat_1_16.08.23_183254_20secCPA.wav,0.784,0.9605991563158064,2.0,-47.06746,,23.20270021182251
Hear My Ship: Tour Boats,Tourboat_1_17.08.23_071711_20secCPA.wav,0.9567031998236792,0.9659313892409244,2.0,-50.27475,,15.614813219300462
Hear My Ship: Tour Boats,Tourboat_1_17.08.23_094132_20secCPA.wav,0.9999619613454817,0.9499461333144184,3.0,-53.17886,,10.27018918221568
Hear My Ship: Tour Boats,Tourboat_1_17.08.23_100802_20secCPA.wav,0.8929218226144169,0.9460986546798936,3.0,-46.784595,,19.978059726462075
Hear My Ship: Tour Boats,Tourboat_1_17.08.23_140702_20secCPA.wav,0.8946808510638298,0.9794912778349474,2.0,-47.709732,,33.38409159207675
Hear My Ship: Tour Boats,Tourboat_1_18.08.23_134144_20secCPA.wav,1.0,0.9639476405506296,2.0,-53.77937,,7.257477350443792
